essay0,income
"just got out of the army and moved to san francisco to finish up
school.<br />
<br />
i've got a pretty dorky sense of humor and i think i'll make a
great embarrassing dad someday. i have a taste for crazy adventures
and weird impulses. being humble is a big trait i admire in
people.<br />
<br />
i'm really into music and play a little guitar. i'm no jimi
hendrix but then again who is. i spend a lot of my time going to
concerts when i can in between going to school. a big chunk of my
money goes towards that and sushi.<br />
<br />
i'm into flag football and running around this amazing city.
checked it off my bucket list and i ran a marathon last year. might
train for it again in the future.",1000000
"just moved out from bakersfield. i work at the dmv. no i cant hook
you up with a fake id so stop axing! haha!",1000000
"just moved to berkeley. i studied electrical engineering and work
in research. i am polish and lovee polish girls but other girls
are cool too. i really like playing sports volleyball and
basketball being my favorites. during the day if off work i like
kickin it w friends.",1000000
"just moved to oakland with my boyfriend and i'm using this to find
other gay friends since grindr is full of gross boring people. if
i'm not working i'm probably watching youtube videos or stuffing
my fat face.",1000000
"just your usual <a class=""ilink"" href=
""/interests?i=run"">run</a>/<a class=""ilink"" href=
""/interests?i=bike"">bike</a>/<a class=""ilink"" href=
""/interests?i=climb"">climb</a>/<a class=""ilink"" href=
""/interests?i=ski"">ski</a>/<a class=""ilink"" href=
""/interests?i=sail"">sail</a>/<a class=""ilink"" href=
""/interests?i=kayak"">kayak</a> everyday possible athletic mountain
boy. i am fit and adventurous and looking for a partner in crime. i
put caveman because i might be caught chopping my handlebars into
bullhorns with a skilsaw in the bathtub with no clamps. i might
sound pretty intense here but i am pretty relaxed most of the
time. i'm also independent and travel constantly for work or play
(until i figure out how to live in the mountains). i'm looking for
you the friendly local that wants to show me around and have some
fun with a smart sane safe and secure guy.",1000000
"kinky open sweet queer sex positive feminist nerd. an unlikely
product of a southern upbringing. ardent grammarian somehow
tolerant of sentence fragments and expressive punctuations...in an
okcupid profile at least.<br />
<br />
i've had an odd patchwork sort of existence so far--living in s.e.
asia running a night club teaching kindergarten performing with
a circus troupe working as a professional horticulturalist a
jello wrestling referee and whatever other incongruous callings
have come my way. things just seem to happen to me and i'm
incapable of saying no to anything sufficiently weird.",1000000
"kool laid back type a person..miss me with tha bull**** n hit me
wit sum bank..fire up that dope sack i'm trynna blow dank..",1000000
later,1000000
"let me put on my smoking jacket and head to the den for some brandy
snifting. ahhh yes. do you like the lapel? yes it is pure
<a class=""plink"" href=
""/profile/guatamalan+rainforest+chipmunk"">guatamalan rainforest
chipmunk</a>. follow me this way... less about you i want to hear
more about me.<br />
<br />
i am a lexicographer etc. and stuff",1000000
"let's not beat around the bush here. if you like my style say hi.
if you have herpes don't. by the way sorry about the
herpes:(<br />
i'm in no hurry. i'm looking for a healthy relationship where two
strong independent people come together and thrive off one
another. i seek to improve myself every year psychologically and
physically. if you don't share this philosophy then don't pursue
me.<br />
you have to make me laugh. not in a message. that's bullshit to put
people on the spot in a first message. i am all about laughing and
fun. my sense of humor is not for everyone but i am funny. and if
you don't amuse me well bye.<br />
<br />
now a bit about me....<br />
<br />
brutally honest.<br />
<br />
class act. by that i mean i have class even though my actions may
not always reflect. i'm very intuitive and confident. freshly
shaved balls. i have a great sense of humor - could be considered a
bit dry- and politically incorrect. i don't like poop jokes.
definitely sarcastic slightly condescending but only in a very
constructive way. i'm opinionated. i'm picky. i'm mischievous. may
very well be an old man in a young tan glistening body. open
minded in a very narrow way. i work on sundays from september to
january.* i enjoy lists. mellow yet very expressive.
kindovahippie. straight up gangsta. i cried during the notebook.
respect my privacy and i'll respect yours... you know what just
respect my authority. i'm not afraid to smack a ho:)<br />
<br />
*i don't actually work on sundays from september to january.
football season.<br />
:) i'm not a pimp.<br />
<br />
quotes:<br />
""its better to regret something you did than something you didn't
do.""<br />
""the greatest defeat in life is a missed opportunity.""<br />
""i didn't do it nobody saw me do it. you can't prove
anything!""<br />
""the only requirement for evil to prevail is for good men to do
nothing.""<br />
""a politician thinks of the next election a leader thinks of the
next generation.""",1000000
